lm_feature_code,description,lm_system,lm_vendor
86459MRSTND_2016_0F,mental ray Standalone 2016,flexlm,adskflex
86460MOBPRO_2016_0F,Autodesk MotionBuilder 2016,flexlm,adskflex
86461MBXPRO_2016_0F,Autodesk Mudbox 2016,flexlm,adskflex
86462PDSU_2016_0F,Autodesk Product Design Suite Ultimate 2016,flexlm,adskflex
86463DES_ACA_2016_0F,Autodesk Design Academy 2016,flexlm,adskflex
86464MXECS_2016_0F,Autodesk 3ds Max Entertainment Creation Suite Standard 2016,flexlm,adskflex
86465REVITS_2016_0F,Autodesk AutoCAD Revit Architecture Suite 2016,flexlm,adskflex
86466REVSYP_2016_0F,Autodesk AutoCAD Revit MEP Suite 2016,flexlm,adskflex
86467REVSU_2016_0F,Autodesk AutoCAD Revit Structure Suite 2016,flexlm,adskflex
86468IDSP_2016_0F,Autodesk Infrastructure Design Suite Premium 2016,flexlm,adskflex
86469PDSPRM_2016_0F,Autodesk Plant Design Suite Premium 2016,flexlm,adskflex
86470PDSADV_2016_0F,Autodesk Plant Design Suite Ultimate 2016,flexlm,adskflex
864713DSMAX_2016_0F,Autodesk 3ds Max 2016,flexlm,adskflex
86472MAXDES_2016_0F,Autodesk 3ds Max Design 2016,flexlm,adskflex
864733DSMXS_2016_0F,Autodesk 3ds Max with SoftImage 2016,flexlm,adskflex
86474ARDES_2016_0F,Autodesk AutoCAD Raster Design 2016,flexlm,adskflex
86475FDSPRM_2016_0F,Autodesk Factory Design Suite Premium 2016,flexlm,adskflex
86476FDSADV_2016_0F,Autodesk Factory Design Suite Ultimate 2016,flexlm,adskflex
86477PDSP_2016_0F,Autodesk Product Design Suite Premium 2016,flexlm,adskflex
86478AMECH_PP_2016_0F,Autodesk AutoCAD Mechanical 2016,flexlm,adskflex
86479BLDSYS_2016_0F,Autodesk AutoCAD MEP 2016,flexlm,adskflex
86480ARCHDESK_2016_0F,Autodesk AutoCAD Architecture 2016,flexlm,adskflex
86480ARCHDESK_2017_0F,Autodesk AutoCAD Architecture 2017,flexlm,adskflex
86481ACAD_E_2016_0F,Autodesk AutoCAD Electrical 2016,flexlm,adskflex
86485INVLTS_2016_0F,Autodesk AutoCAD Inventor LT Suite 2016,flexlm,adskflex
86486ACDLTF_2015_0F,Autodesk AutoCAD LT 2015 French Edition,flexlm,adskflex
86487INTSER_2016_0F,Autodesk Inventor Engineer-to-Order Server 2016,flexlm,adskflex
86488ASPACD_2015_1F,Autodesk Advance Steel 2015_1 with AutoCAD,flexlm,adskflex
86489ADSTCP_2015_1F,Autodesk Advance Concrete 2015.1,flexlm,adskflex
86490ADSTPR_2015_1F,Autodesk Advance Steel 2015_1,flexlm,adskflex
86491FDU_2016_0F,Autodesk Factory Design Utilities 2016,flexlm,adskflex
86492INVNTOR_2016_0F,Autodesk Inventor 2016,flexlm,adskflex
86493INVHSM_2016_0F,Autodesk Inventor HSM 2016,flexlm,adskflex
86494INHSMP_2016_0F,Autodesk Inventor HSM Pro 2016,flexlm,adskflex
86495INVOEM_2016_0F,Autodesk Inventor OEM 2016,flexlm,adskflex
86496INVLT_2016_0F,Autodesk Inventor LT 2016,flexlm,adskflex
86497INVPROSA_2016_0F,Autodesk Inventor Professional 2016,flexlm,adskflex
86498NSTRN_2015_0F,Autodesk Nastran 2015,flexlm,adskflex
86499NSTRN_F,Autodesk Nastran Package,flexlm,adskflex
86499NSTRN_T_F,Autodesk Nastran,flexlm,adskflex
86500NINCAD_2015_0F,Autodesk Nastran In-CAD 2015,flexlm,adskflex
86501NINCAD_F,Autodesk Nastran In-CAD Package,flexlm,adskflex
86501NINCAD_T_F,Autodesk Nastran In-CAD,flexlm,adskflex
86502FDSS_2016_0F,Autodesk Factory Design Suite Standard 2016,flexlm,adskflex
86503INVETO_2016_0F,Autodesk Inventor Engineer-to-Order Series 2016,flexlm,adskflex
86504SMKDS_2016_0F,Autodesk Smoke 2016 Desktop Rental,flexlm,adskflex
86505SFTIM_2016_0F,Autodesk Softimage 2015 R2,flexlm,adskflex
86506ASPACD_2016_0F,Autodesk Advance Steel 2016 with AutoCAD,flexlm,adskflex
86507ADSTPR_2016_0F,Autodesk Advance Steel 2016,flexlm,adskflex
86508IDSS_2016_0F,Autodesk Infrastructure Design Suite Standard 2016,flexlm,adskflex
86509PLTDSS_2016_0F,Autodesk Plant Design Suite Standard 2016,flexlm,adskflex
86510PDSS_2016_0F,Autodesk Product Design Suite Standard 2016,flexlm,adskflex
86511ACDMAC_2016_0F,Autodesk AutoCAD 2016 for Mac,flexlm,adskflex
86512ACDLTM_2016_0F,Autodesk AutoCAD LT 2016 for Mac,flexlm,adskflex
86513ACDLTC_2016_0F,Autodesk AutoCAD LT Civil Suite 2016,flexlm,adskflex
86514CIV3D_2016_0F,Autodesk AutoCAD Civil 3D 2016,flexlm,adskflex
86515ADSTCP_2016_0F,Autodesk Advance Concrete 2016,flexlm,adskflex
86515MFCD_2016_0F,CADdoctor for Autodesk Simulation 2016,flexlm,adskflex
86516ADKVRD_2016_0F,Autodesk VRED 2016,flexlm,adskflex
86517MAP_2016_0F,Autodesk AutoCAD Map 3D 2016,flexlm,adskflex
86517PLNT3D_2016_0F,Autodesk AutoCAD Plant 3D 2016,flexlm,adskflex
86517PNID_2016_0F,Autodesk AutoCAD P&ID 2016,flexlm,adskflex
86517UTLDESN_2016_0F,Autodesk AutoCAD Utility Design 2016,flexlm,adskflex
86518DCMVRD_2016_0F,Autodesk Display Cluster Module for Autodesk VRED Design 2016,flexlm,adskflex
86519CADMEP_2016_0F,Autodesk Fabrication CADmep 2016,flexlm,adskflex
86520CAMDCT_2016_0F,Autodesk Fabrication CAMduct 2016,flexlm,adskflex
86521CAMLTE_2016_0F,Autodesk Fabrication CAMduct Components 2016,flexlm,adskflex
86522ESTMEP_2016_0F,Autodesk Fabrication ESTmep 2016,flexlm,adskflex
86523RMNTRY_2016_0F,Autodesk Fabrication RemoteEntry 2016,flexlm,adskflex
86524TRCKIT_2016_0F,Autodesk Fabrication Tracker 2016,flexlm,adskflex
86525HSMPRM_2016_0F,Autodesk HSMWorks Premium 2016,flexlm,adskflex
86526HSMPRO_2016_0F,Autodesk HSMWorks Professional 2016,flexlm,adskflex
86527IMS_2016_0F,Autodesk Infrastructure Map Server 2016,flexlm,adskflex
86528IMS5A_2016_0F,Autodesk Infrastructure Map Server 5 Activations 2016,flexlm,adskflex
86529INFMDR_2016_0F,Autodesk InfraWorks 2016,flexlm,adskflex
86530IW360C_2016_0F,Autodesk InfraWorks 360 - companion 2016,flexlm,adskflex
86531IW360P_2016_0F,Autodesk InfraWorks 360 2016,flexlm,adskflex
86532IMRH_2016_0F,Autodesk InfraWorks bundle ? Roads & Highways 2016,flexlm,adskflex
86532IMRH_2016_0F,Autodesk InfraWorks bundle – Roads & Highways 2016,flexlm,adskflex
86533INVPUB_2016_0F,Autodesk Inventor Publisher 2016,flexlm,adskflex
86534NAVMAN_2016_0F,Autodesk Navisworks Manage 2016,flexlm,adskflex
86535PNTLAY_2016_0F,Autodesk Point Layout 2016,flexlm,adskflex
86536ESME_2016_0F,Autodesk Product Design Suite for Education 2016,flexlm,adskflex
86537RCMVRD_2016_0F,Autodesk Raytracing Cluster Module for Autodesk VRED 2016,flexlm,adskflex
86538RECAP_2016_0F,Autodesk ReCap 2016,flexlm,adskflex
86540SCFD_2016_0F,Autodesk CFD 2016,flexlm,adskflex
86541SCFDA_2016_0F,Autodesk CFD 2016 Advanced,flexlm,adskflex
86542SCACIS_2016_0F,Autodesk Simulation CFD 2016 Connection for ACIS,flexlm,adskflex
86543SCFDNX_2016_0F,Autodesk CFD 2016 Connection for NX,flexlm,adskflex
86544SCFDP_2016_0F,Autodesk CFD 2016 Connection for Parasolid,flexlm,adskflex
86545SCPROE_2016_0F,Autodesk CFD 2016 Connection for Pro ENGINEER,flexlm,adskflex
86546SCDSE_2016_0F,Autodesk CFD 2016 Design Study Environment,flexlm,adskflex
86547SCFDM_2016_0F,Autodesk CFD 2016 Motion,flexlm,adskflex
86548ACMPAN_2016_0F,Autodesk Helius PFA 2016,flexlm,adskflex
86549ACMPDS_2016_0F,Autodesk Helius Composite 2016,flexlm,adskflex
86550SIMDFM_2016_0F,Autodesk Moldflow Design 2016,flexlm,adskflex
86551ASMES_2016_0F,Autodesk Simulation Mechanical 2016,flexlm,adskflex
86552MFAM_2016_0F,Autodesk Moldflow Adviser Premium 2016,flexlm,adskflex
86553NAVSIM_2016_0F,Autodesk Navisworks Simulate 2016,flexlm,adskflex
86554MFAD_2016_0F,Autodesk Moldflow Adviser Standard 2016,flexlm,adskflex
86555MFIP_2016_0F,Autodesk Moldflow Insight Premium 2016,flexlm,adskflex
86556MFIB_2016_0F,Autodesk Moldflow Insight Standard 2016,flexlm,adskflex
86557MFIA_2016_0F,Autodesk Moldflow Insight Ultimate 2016,flexlm,adskflex
86558MFS_2016_0F,Autodesk Moldflow Synergy 2016,flexlm,adskflex
86561TSPRHN_2016_0F,Autodesk T-Splines Plug-in for Rhino 2016,flexlm,adskflex
86562PCOFFI_2016_0F,Autodesk Vault Office 2016,flexlm,adskflex
86563VLTM_2016_0F,Autodesk Vault Professional 2016,flexlm,adskflex
86564VLTWG_2016_0F,Autodesk Vault Workgroup 2016,flexlm,adskflex
86565VEHTRK_2016_0F,Autodesk Vehicle Tracking 2016,flexlm,adskflex
86566VRDDES_2016_0F,Autodesk VRED Design 2016,flexlm,adskflex
86567VRDPRS_2016_0F,Autodesk VRED Presenter 2016,flexlm,adskflex
86568VRDPRO_2016_0F,Autodesk VRED Professional 2016,flexlm,adskflex
86569EMFEB_2016_0F,Enterprise Multi-Flex Enhanced Bundle 2016,flexlm,adskflex
86570EMFEB_F,Enterprise Multi-Flex Enhanced Bundle Package,flexlm,adskflex
86571T1MF_2016_0F,T1 Enterprise Multi-flex 2016,flexlm,adskflex
86572VRDSRV_2016_0F,Autodesk VRED Server 2016,flexlm,adskflex
86573T1MFPV_2016_0F,T1 Enterprise Multi-flex Prior Version 2016,flexlm,adskflex
86574T1MFPB_2016_0F,T1 Enterprise Multi-Flex Standard Prior Version Bundle 2016,flexlm,adskflex
86575T1MFSB_2016_0F,T1 Enterprise Multi-flex Standard Bundle 2016,flexlm,adskflex
86576MFAA_2016_0F,Autodesk Moldflow Adviser Ultimate 2016,flexlm,adskflex
86578ACMPAN_F,Autodesk Simulation Composite Analysis 2015_1 Package,flexlm,adskflex
86579NSTRN_2016_0F,Autodesk Nastran 2016,flexlm,adskflex
86580NINCAD_2016_0F,Autodesk Nastran In-CAD 2016,flexlm,adskflex
86581ALSCPT_2016_0F,Autodesk Alias Concept 2016,flexlm,adskflex
86581ALSSF_2015_0F,Autodesk Alias Speedform 2015,flexlm,adskflex
86581ALSSF_2016_0F,Autodesk Alias SpeedForm 2016,flexlm,adskflex
86582ALSCPT_F,Autodesk Alias Concept Package,flexlm,adskflex
86582ALSCPT_T_F,Autodesk Alias Concept,flexlm,adskflex
86582ALSSF_F,Autodesk Alias SpeedForm Package,flexlm,adskflex
86582ALSSF_T_F,Autodesk Alias SpeedForm,flexlm,adskflex
86582SHOWCASE_2016_0F,Autodesk Showcase 2016,flexlm,adskflex
86583RETODP_2015_0F,Autodesk Revit Engineer-to-Order 2015 - Distribution Package,flexlm,adskflex
86584RETODP_F,Autodesk Revit Engineer-to-Order - Distribution Package Package,flexlm,adskflex
86586MFIB_F,Autodesk Moldflow Insight Standard Package,flexlm,adskflex
86586MFIB_T_F,Autodesk Moldflow Insight Standard,flexlm,adskflex
86589RETODP_2016_0F,Autodesk Revit Engineer-to-Order 2016 - Distribution Package,flexlm,adskflex
86590RETODP_F,Autodesk Revit Engineer-to-Order - Distribution Package Package,flexlm,adskflex
86591IETODEV_F,Autodesk Inventor Engineer-to-Order - Developer Package,flexlm,adskflex
86592IETOSRV_F,Autodesk Inventor Engineer-to-Order - Server Package,flexlm,adskflex
86592IETOSRV_T_F,Autodesk Inventor Engineer Server,flexlm,adskflex
86593IETODIS_2016_0F,Autodesk Inventor Engineer-to-Order 2016 - Distribution,flexlm,adskflex
86594IETODIS_F,Autodesk Inventor Engineer-to-Order - Distribution Package,flexlm,adskflex
86594IETODIS_T_F,Autodesk Inventor Engineer Dist,flexlm,adskflex
86595STUWAL_2016_0F,Autodesk Studio Wall 2016,flexlm,adskflex
86596CONCRD_2016_0F,Autodesk Project Concord 2016,flexlm,adskflex
86597CONCRD_F,Autodesk Project Concord Package,flexlm,adskflex
86600GEOMOD_2016_0F,Autodesk Geotechnical Module 2016,flexlm,adskflex
86600RFAMOD_2016_0F,Autodesk River & Flood Analysis Module 2016,flexlm,adskflex
86602BRDGMD_2016_0F,Autodesk Bridge Module 2016,flexlm,adskflex
86604ACDLT_2017_0F,Autodesk AutoCAD LT 2017,flexlm,adskflex
86604ACD_2017_0F,Autodesk AutoCAD 2017,flexlm,adskflex
86606ARDES_2017_0F,Autodesk AutoCAD Raster Design 2017,flexlm,adskflex
86608INVNTOR_2017_0F,Autodesk Inventor 2017,flexlm,adskflex
86609INVPROSA_2017_0F,Autodesk Inventor Professional 2017,flexlm,adskflex
86610INVLT_2017_0F,Autodesk Inventor LT 2017,flexlm,adskflex
86611INVOEM_2017_0F,Autodesk Inventor OEM 2017,flexlm,adskflex
86612ADSTPR_2017_0F,Autodesk Advance Steel 2017,flexlm,adskflex
86614ASPACD_2017_0F,Autodesk Advance Steel 2017 with AutoCAD,flexlm,adskflex
86616ADSTCP_2017_0F,Autodesk Advance Concrete 2017,flexlm,adskflex
866223DSMXS_2017_0F,Autodesk 3ds Max 2017 with SoftImage,flexlm,adskflex
86627AMECH_PP_2017_0F,Autodesk AutoCAD Mechanical 2017,flexlm,adskflex
86631BLDSYS_2017_0F,Autodesk AutoCAD MEP 2017,flexlm,adskflex
866333DSMAX_2017_0F,Autodesk 3ds Max 2017,flexlm,adskflex
86635ACAD_E_2017_0F,Autodesk AutoCAD Electrical 2017,flexlm,adskflex
86637SURFST_2017_0F,Autodesk Alias Surface 2017,flexlm,adskflex
86638DESNST_2017_0F,Autodesk Alias Design 2017,flexlm,adskflex
86639GMCADC_2017_0F,Autodesk GM CAD Convertors 2017,flexlm,adskflex
86640ATCIGM_2017_0F,Autodesk Alias TC Integrator for GM 2017,flexlm,adskflex
86641ALSCPT_2017_0F,Autodesk Alias Concept 2017,flexlm,adskflex
86642ALAUST_2017_0F,Autodesk Alias AutoStudio 2017,flexlm,adskflex
86645PCOFFI_2017_0F,Autodesk Vault Office 2017,flexlm,adskflex
86646VLTM_2017_0F,Autodesk Vault Professional 2017,flexlm,adskflex
86647VLTWG_2017_0F,Autodesk Vault Workgroup 2017,flexlm,adskflex
86648PNID_2017_0F,Autodesk AutoCAD P&ID 2017,flexlm,adskflex
86650PLNT3D_2017_0F,Autodesk AutoCAD Plant 3D 2017,flexlm,adskflex
86652PDSPRM_2017_0F,Autodesk Plant Design Suite Premium 2017,flexlm,adskflex
86654PLTDSS_2017_0F,Autodesk Plant Design Suite Standard 2017,flexlm,adskflex
86656PDSADV_2017_0F,Autodesk Plant Design Suite Ultimate 2017,flexlm,adskflex
86659NINCAD_2017_0F,Autodesk Nastran In-CAD 2017,flexlm,adskflex
86659NSTRN_2017_0F,Autodesk Nastran 2017,flexlm,adskflex
86659RSAPRO_2017_0F,Autodesk Robot Structural Analysis Professional 2017,flexlm,adskflex
86660ACMPAN_2017_0F,Autodesk Helius PFA 2017,flexlm,adskflex
86662ACMPDS_2017_0F,Autodesk Helius Composite 2017,flexlm,adskflex
86668IW360DBP_F,Autodesk InfraWorks 360 - Design Bundle Plus Package,flexlm,adskflex
86669TRUCOM_F,Autodesk TruComp Package,flexlm,adskflex
86669TRUCOM_T_F,Autodesk TruComp,flexlm,adskflex
86670TRULSR_F,Autodesk TruLaser Package,flexlm,adskflex
86670TRULSR_T_F,Autodesk TruLaser,flexlm,adskflex
86671STUWAL_F,Autodesk Studio Wall Package,flexlm,adskflex
86671STUWAL_T_F,Autodesk Studio Wall,flexlm,adskflex
86673VRNCBL_F,Autodesk VRED Render Node - consumption-based license Package,flexlm,adskflex
86673VRNCBL_T_F,Autodesk VRED On-Demand Render Node,flexlm,adskflex
86676TRUNST_F,Autodesk TruNest - Nesting Engine Package,flexlm,adskflex
86676TRUNST_T_F,Autodesk TruNest - Nesting Engine,flexlm,adskflex
86678TNCONT_F,Autodesk TruNest Contour Package,flexlm,adskflex
86678TNCONT_T_F,Autodesk TruNest Contour,flexlm,adskflex
86680TNCOMP_F,Autodesk TruNest Composites Package,flexlm,adskflex
86680TNCOMP_T_F,Autodesk TruNest Composites,flexlm,adskflex
86682TNMULT_F,Autodesk TruNest Multi-Tool Package,flexlm,adskflex
86682TNMULT_T_F,Autodesk TruNest Multi-Tool,flexlm,adskflex
86683DSSTD_2017_0F,Autodesk AutoCAD Design Suite Standard 2017,flexlm,adskflex
86685DSPRM_2017_0F,Autodesk AutoCAD Design Suite Premium 2017,flexlm,adskflex
86687DSADV_2017_0F,Autodesk AutoCAD Design Suite Ultimate 2017,flexlm,adskflex
86689PDSU_2017_0F,Autodesk Product Design Suite Ultimate 2017,flexlm,adskflex
86690PDSP_2017_0F,Autodesk Product Design Suite Premium 2017,flexlm,adskflex
86691FDU_2017_0F,Autodesk Factory Design Utilities 2017,flexlm,adskflex
86692FDSADV_2017_0F,Autodesk Factory Design Suite Ultimate 2017,flexlm,adskflex
86693FDSS_2017_0F,Autodesk Factory Design Suite Standard 2017,flexlm,adskflex
86694FDSPRM_2017_0F,Autodesk Factory Design Suite Premium 2017,flexlm,adskflex
86695BDSS_2017_0F,Autodesk Building Design Suite Standard 2017,flexlm,adskflex
86696BDSPRM_2017_0F,Autodesk Building Design Suite Premium 2017,flexlm,adskflex
86697BDSADV_2017_0F,Autodesk Building Design Suite Ultimate 2017,flexlm,adskflex
86698IW360DBP_2017_0F,Autodesk InfraWorks 360 - Design Bundle Plus,flexlm,adskflex
86700IDSS_2017_0F,Autodesk Infrastructure Design Suite Standard 2017,flexlm,adskflex
86702IDSP_2017_0F,Autodesk Infrastructure Design Suite Premium 2017,flexlm,adskflex
86704IDSU_2017_0F,Autodesk Infrastructure Design Suite Ultimate 2017,flexlm,adskflex
86706RVT_2017_0F,Autodesk Revit 2017,flexlm,adskflex
86707RVTLT_2017_0F,Autodesk Revit LT 2017,flexlm,adskflex
86716CONCRD_2017_0F,Autodesk Revit Collaboration Suite 2017,flexlm,adskflex
86717RVTLTS_2017_0F,Autodesk AutoCAD Revit LT Suite 2017,flexlm,adskflex
86718CIV3D_2017_0F,Autodesk AutoCAD Civil 3D 2017,flexlm,adskflex
86719MAP_2017_0F,Autodesk AutoCAD Map 3D 2017,flexlm,adskflex
86720UTLDESN_2017_0F,Autodesk AutoCAD Utility Design 2017,flexlm,adskflex
86721IMS_2017_0F,Autodesk Infrastructure Map Server 2017,flexlm,adskflex
86722IMS5A_2017_0F,Autodesk Infrastructure Map Server 5 Activations 2017,flexlm,adskflex
86723ACDLTC_2017_0F,Autodesk AutoCAD LT Civil Suite 2017,flexlm,adskflex
86725PNTLAY_2017_0F,Autodesk Point Layout 2017,flexlm,adskflex
86726VEHTRK_2017_0F,Autodesk Vehicle Tracking 2017,flexlm,adskflex
86732INTSER_2017_0F,Autodesk Inventor Engineer-to-Order Server 2017,flexlm,adskflex
86733IETODEV_2017_0F,Autodesk Inventor Engineer-to-Order 2017 - Developer,flexlm,adskflex
86734IETODIS_2017_0F,Autodesk Inventor Engineer-to-Order 2017 - Distribution,flexlm,adskflex
86735IETOSRV_2017_0F,Autodesk Inventor Engineer-to-Order 2017 - Server,flexlm,adskflex
86736INVETO_2017_0F,Autodesk Inventor Engineer-to-Order Series 2017,flexlm,adskflex
86737ALSSF_2017_0F,Autodesk Alias SpeedForm 2017,flexlm,adskflex
86738STUWAL_2017_0F,Autodesk Studio Wall 2017,flexlm,adskflex
86740MEPCS_F,Autodesk MEP Fabrication Suite Package,flexlm,adskflex
86740MEPCS_T_F,Autodesk MEP Fabrication Suite,flexlm,adskflex
86742SFS_F,Autodesk Structural Fabrication Suite Package,flexlm,adskflex
86742SFS_T_F,Autodesk Structural Fabrication Suite,flexlm,adskflex
86743TRULSR_2017_0F,Autodesk TruLaser 2017,flexlm,adskflex
86744INVHSM_2017_0F,Autodesk Inventor HSM 2017,flexlm,adskflex
86745INHSMP_2017_0F,Autodesk Inventor HSM Pro 2017,flexlm,adskflex
86746INVLTS_2017_0F,Autodesk AutoCAD Inventor LT Suite 2017,flexlm,adskflex
86747RECAP_2017_0F,Autodesk ReCap 360 Pro,flexlm,adskflex
86748MFAD_2017_0F,Autodesk Moldflow Adviser Standard 2017,flexlm,adskflex
86749MFAM_2017_0F,Autodesk Moldflow Adviser Premium 2017,flexlm,adskflex
86750MFAA_2017_0F,Autodesk Moldflow Adviser Ultimate 2017,flexlm,adskflex
86751MFIB_2017_0F,Autodesk Moldflow Insight Standard 2017,flexlm,adskflex
86752MFIP_2017_0F,Autodesk Moldflow Insight Premium 2017,flexlm,adskflex
86753MFIA_2017_0F,Autodesk Moldflow Insight Ultimate 2017,flexlm,adskflex
86754MFS_2017_0F,Autodesk Moldflow Synergy 2017,flexlm,adskflex
86755SIMDFM_2017_0F,Autodesk Moldflow Design 2017,flexlm,adskflex
86756MFCD_2017_0F,CADdoctor for Autodesk Simulation 2017,flexlm,adskflex
86757ASMES_2017_0F,Autodesk Simulation Mechanical 2017,flexlm,adskflex
86762IW360P_2017_0F,Autodesk InfraWorks 360 2017,flexlm,adskflex
86766NAVMAN_2017_0F,Autodesk Navisworks Manage 2017,flexlm,adskflex
86767NAVSIM_2017_0F,Autodesk Navisworks Simulate 2017,flexlm,adskflex
86768ADKVRD_2017_0F,Autodesk VRED 2017,flexlm,adskflex
86769VRDDES_2017_0F,Autodesk VRED Design 2017,flexlm,adskflex
86770VRDPRS_2017_0F,Autodesk VRED Presenter 2017,flexlm,adskflex
86771VRDPRO_2017_0F,Autodesk VRED Professional 2017,flexlm,adskflex
86772VRNCBL_2017_0F,Autodesk VRED Render Node - consumption-based license 2017,flexlm,adskflex
86773RCMVRD_2017_0F,Autodesk VRED Render Node 2017,flexlm,adskflex
86774VRDSRV_2017_0F,Autodesk VRED Server 2017,flexlm,adskflex
86775ESTMEP_2017_0F,Autodesk Fabrication ESTmep 2017,flexlm,adskflex
86776CAMDCT_2017_0F,Autodesk Fabrication CAMduct 2017,flexlm,adskflex
86777CADMEP_2017_0F,Autodesk Fabrication CADmep 2017,flexlm,adskflex
86778TNMULT_2017_0F,Autodesk TruNest Multi-Tool 2017,flexlm,adskflex
86779TNCONT_2017_0F,Autodesk TruNest Contour 2017,flexlm,adskflex
86780TNCOMP_2017_0F,Autodesk TruNest Composites 2017,flexlm,adskflex
86781TRUNST_2017_0F,Autodesk TruNest 2017 - Nesting Engine,flexlm,adskflex
86782TRUCOM_2017_0F,Autodesk TruComp 2017,flexlm,adskflex
86786AECS_2017_0F,Autodesk Architecture Engineering and Construction Suite 2017,flexlm,adskflex
86786AECS_F,Autodesk Architecture Engineering and Construction Suite Package,flexlm,adskflex
86788MES_2017_0F,Autodesk Media and Entertainment Suite 2017,flexlm,adskflex
86788MES_F,Autodesk Media and Entertainment Suite Package,flexlm,adskflex
86790MEPCS_2017_0F,Autodesk MEP Fabrication Suite 2017,flexlm,adskflex
86791SFS_2017_0F,Autodesk Structural Fabrication Suite 2017,flexlm,adskflex
86792SBRDES_2017_0F,Autodesk Structural Bridge Design 2017,flexlm,adskflex
86802PLC0000023_2017_0F,Autodesk SimStudio Tools 2016 R2,flexlm,adskflex
86802PLC0000023_F,Autodesk SimStudio Tools 2016 R2 Package,flexlm,adskflex
86802PLC0000023_T_F,Autodesk SimStudio Tools 2016 R2,flexlm,adskflex
86803SHOWCASE_2017_0F,Autodesk Showcase 2017,flexlm,adskflex
86804SCFD_2017_0F,Autodesk CFD 2017,flexlm,adskflex
86805SCFDA_2017_0F,Autodesk CFD 2017 Advanced,flexlm,adskflex
86806SCDSE_2017_0F,Autodesk CFD 2017 Design Study Environment,flexlm,adskflex
86807SCFDM_2017_0F,Autodesk CFD 2017 Motion,flexlm,adskflex
86809TRUPLN_2017_0F,Autodesk TruPlan 2017,flexlm,adskflex
86809TRUPLN_F,Autodesk TruPlan Package,flexlm,adskflex
86809TRUPLN_T_F,Autodesk TruPlan,flexlm,adskflex
86812MMNTO_2017_0F,Autodesk Memento,flexlm,adskflex
86812MMNTO_F,Autodesk Memento Package,flexlm,adskflex
86812MMNTO_T_F,Autodesk Memento,flexlm,adskflex
86816T1MF_2017_0F,T1 Enterprise Multi-flex 2017,flexlm,adskflex
86817T1MFSB_2017_0F,T1 Enterprise Multi-flex Standard Bundle 2017,flexlm,adskflex
86818EMFEB_2017_0F,Enterprise Multi-Flex Enhanced Bundle 2017,flexlm,adskflex
86819T1MFPB_2017_0F,T1 Enterprise Multi-Flex Standard Prior Version Bundle 2017,flexlm,adskflex
AVEVA201,AVEVA Everything3D,flexlm,adskflex
AVEVA231,AVEVA Administration (admin module),flexlm,adskflex
AVEVA232,AVEVA Catalogue (paragon),flexlm,adskflex
Advanced Render,Advanced Render Module for Cinema4D,maxon,maxon
AssemblyConfigurationManager,AssemblyConfigurationManager,flexlm,rttlmd
AssemblyWorkflowManager,AssemblyWorkflowManager,flexlm,rttlmd
CAI,Catia SmartTeam Catia Integration,lum,SmarTeam Corporation
CINEMA 4D R11,Cinema 4D R11,maxon,maxon
CW_ACAD,CloudWorx for AutoCAD,flexlm,adskflex
CW_ACAD_PRO,CloudWorx for AutoCAD Pro,flexlm,adskflex
CW_SPR,CloudWorx for SmartPlant Review,flexlm,adskflex
DESIGN-PLATFORM,AVEVA DESIGN-PLATFORM,flexlm,adskflex
DP2,Catia DB2 datalinks,lum,catiadbs
DeltaGen ,DeltaGen,flexlm,rttlmd
EDR,Catia SmartTeam Editor,lum,SmarTeam Corporation
FDN,Catia SmartTeam Foundation,lum,SmarTeam Corporation
FWP,FrameWorks Plus,flexlm,adskflex
Houdini-Master,Houdini - Master,hserver,sidefx
INB,SmartPlant Instrumentation modules,flexlm,adskflex
INK,SmartPlant Instrumentation (Currently Not Used),flexlm,adskflex
INM,SmartPlant Instrumentation (INtools) Maintenance,flexlm,adskflex
INS,SmartPlant Instrumentation (INtools) Standard,flexlm,adskflex
INV,SmartPlant Instrumentation (INtools) View Only / API,flexlm,adskflex
IS,SmartMarine 3D,flexlm,adskflex
ISK,SmartPlant Isometrics,flexlm,adskflex
ISM,SmartPlant Isometrics Modules,flexlm,adskflex
ISO,SmartMarine 3D Outfitting,flexlm,adskflex
IST,SmartMarine 3D Tribon,flexlm,adskflex
MAT,SmartPlant Materials,flexlm,adskflex
MaterialReader,MaterialReader for Deltagen,flexlm,rttlmd
MoGraph 2,MoGraph 2 Module for Cinema4D,maxon,maxon
Multi-Licence,Multi-License,maxon,maxon
PLIST,PLIST,flexlm,adskflex
PLMXMLMayaTranslator,PLMXMLMayaTranslator (Maya plugins for AssemblyConfiguration),flexlm,rttlmd
PMD,SupportModeler for PDS,flexlm,adskflex
PMN,SupportManager for PDS,flexlm,adskflex
PWN1400,GTXRaster CAD PLUS,flexlm,adskflex
R11.5 Upgrade,Cinema 4D R11.5 Upgrade,maxon,maxon
RD,SmartPlant Reference Data,flexlm,adskflex
RWN1400,GTXRaster CAD,flexlm,adskflex
Render,Houdini or Mantra - Render,hserver,sidefx
S3D,SmartPlant 3D,flexlm,adskflex
SDF,SDNF Import,flexlm,adskflex
SEB,SmartPlant Electrical SAP Module,flexlm,adskflex
SEI,SmartPlant Electrical Import Manager,flexlm,adskflex
SEL,SmartPlant Electrical,flexlm,adskflex
